Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,latitude,longitude
151635,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,206,Borough Park,2005,01/01/2005,57.8,,40.633993,-73.9968059
816875,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,206,Borough Park,2019,01/01/2019,69.7,,40.633993,-73.9968059
816876,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,206,Borough Park,2010,01/01/2010,61.2,,40.633993,-73.9968059
816743,643,Annual vehicle miles traveled,Million miles,per square mile,CD,312,Borough Park (CD12),2019,01/01/2019,70.7,,40.633993,-73.9968059
816744,643,Annual vehicle miles traveled,Million miles,per square mile,CD,312,Borough Park (CD12),2010,01/01/2010,61.5,,40.633993,-73.9968059
154595,643,Annual vehicle miles traveled,Million miles,per square mile,CD,312,Borough Park (CD12),2005,01/01/2005,57.4,,40.633993,-73.9968059
151637,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,208,Canarsie - Flatlands,2005,01/01/2005,35.7,,40.64165365,-73.9032711545942
816871,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,208,Canarsie - Flatlands,2019,01/01/2019,47,,40.64165365,-73.9032711545942
816872,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,208,Canarsie - Flatlands,2010,01/01/2010,43.4,,40.64165365,-73.9032711545942
151634,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,205,Sunset Park,2005,01/01/2005,59.9,,40.644337,-74.007532
816878,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,205,Sunset Park,2010,01/01/2010,73.4,,40.644337,-74.007532
816877,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,205,Sunset Park,2019,01/01/2019,101.6,,40.644337,-74.007532
816753,643,Annual vehicle miles traveled,Million miles,per square mile,CD,307,Sunset Park (CD7),2019,01/01/2019,120.7,,40.644337,-74.007532
154590,643,Annual vehicle miles traveled,Million miles,per square mile,CD,307,Sunset Park (CD7),2005,01/01/2005,69.8,,40.644337,-74.007532
816754,643,Annual vehicle miles traveled,Million miles,per square mile,CD,307,Sunset Park (CD7),2010,01/01/2010,90.1,,40.644337,-74.007532
816903,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,4,Queens,2019,01/01/2019,57.5,,40.6515585,-73.792675363175
816904,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,4,Queens,2010,01/01/2010,62.9,,40.6515585,-73.792675363175
151669,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,4,Queens,2005,01/01/2005,47.7,,40.6515585,-73.792675363175
151667,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,2,Brooklyn,2005,01/01/2005,55.9,,40.6526006,-73.9497211
816907,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,2,Brooklyn,2019,01/01/2019,66.5,,40.6526006,-73.9497211
816908,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,2,Brooklyn,2010,01/01/2010,55.8,,40.6526006,-73.9497211
816874,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,207,East Flatbush - Flatbush,2010,01/01/2010,52.7,,40.6537148,-73.9304151
151636,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,207,East Flatbush - Flatbush,2005,01/01/2005,74.8,,40.6537148,-73.9304151
816873,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,207,East Flatbush - Flatbush,2019,01/01/2019,60.2,,40.6537148,-73.9304151
154600,643,Annual vehicle miles traveled,Million miles,per square mile,CD,317,East Flatbush (CD17),2005,01/01/2005,99,,40.6537148,-73.9304151
816734,643,Annual vehicle miles traveled,Million miles,per square mile,CD,317,East Flatbush (CD17),2010,01/01/2010,56.6,,40.6537148,-73.9304151
816733,643,Annual vehicle miles traveled,Million miles,per square mile,CD,317,East Flatbush (CD17),2019,01/01/2019,65.4,,40.6537148,-73.9304151
154599,643,Annual vehicle miles traveled,Million miles,per square mile,CD,316,Brownsville (CD16),2005,01/01/2005,87.4,,40.665306,-73.9124755
816736,643,Annual vehicle miles traveled,Million miles,per square mile,CD,316,Brownsville (CD16),2010,01/01/2010,61.4,,40.665306,-73.9124755
816735,643,Annual vehicle miles traveled,Million miles,per square mile,CD,316,Brownsville (CD16),2019,01/01/2019,76.2,,40.665306,-73.9124755
816880,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,204,East New York,2010,01/01/2010,47.5,,40.6667702,-73.8823583
151633,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,204,East New York,2005,01/01/2005,55.5,,40.6667702,-73.8823583
816879,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,204,East New York,2019,01/01/2019,55.4,,40.6667702,-73.8823583
816762,643,Annual vehicle miles traveled,Million miles,per square mile,CD,303,Bedford Stuyvesant (CD3),2010,01/01/2010,55.9,,40.6834364,-73.9412488
154586,643,Annual vehicle miles traveled,Million miles,per square mile,CD,303,Bedford Stuyvesant (CD3),2005,01/01/2005,69.4,,40.6834364,-73.9412488
816761,643,Annual vehicle miles traveled,Million miles,per square mile,CD,303,Bedford Stuyvesant (CD3),2019,01/01/2019,69,,40.6834364,-73.9412488
154587,643,Annual vehicle miles traveled,Million miles,per square mile,CD,304,Bushwick (CD4),2005,01/01/2005,36.7,,40.6942696,-73.9187482
816759,643,Annual vehicle miles traveled,Million miles,per square mile,CD,304,Bushwick (CD4),2019,01/01/2019,51.3,,40.6942696,-73.9187482
816760,643,Annual vehicle miles traveled,Million miles,per square mile,CD,304,Bushwick (CD4),2010,01/01/2010,40.6,,40.6942696,-73.9187482
816829,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,408,Jamaica,2019,01/01/2019,47.8,,40.7029134,-73.8006429
816830,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,408,Jamaica,2010,01/01/2010,52.8,,40.7029134,-73.8006429
151658,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,408,Jamaica,2005,01/01/2005,41,,40.7029134,-73.8006429
154560,643,Annual vehicle miles traveled,Million miles,per square mile,CD,101,Financial District (CD1),2005,01/01/2005,98.4,,40.7076681,-74.009271
816814,643,Annual vehicle miles traveled,Million miles,per square mile,CD,101,Financial District (CD1),2010,01/01/2010,92.7,,40.7076681,-74.009271
816813,643,Annual vehicle miles traveled,Million miles,per square mile,CD,101,Financial District (CD1),2019,01/01/2019,116.3,,40.7076681,-74.009271
816816,643,Annual vehicle miles traveled,Million miles,per square mile,Citywide,1,New York City,2010,01/01/2010,57,,40.7127281,-74.0060152
816815,643,Annual vehicle miles traveled,Million miles,per square mile,Citywide,1,New York City,2019,01/01/2019,59.6,,40.7127281,-74.0060152
151665,643,Annual vehicle miles traveled,Million miles,per square mile,Citywide,1,New York City,2005,01/01/2005,49.2,,40.7127281,-74.0060152
151650,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,310,Lower Manhattan,2005,01/01/2005,95.4,,40.7135482,-74.0054261
816846,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,310,Lower Manhattan,2010,01/01/2010,91.5,,40.7135482,-74.0054261
816845,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,310,Lower Manhattan,2019,01/01/2019,112.3,,40.7135482,-74.0054261
151655,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,405,Ridgewood - Forest Hills,2005,01/01/2005,59.6,,40.7219648,-73.8442749853306
816836,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,405,Ridgewood - Forest Hills,2010,01/01/2010,70.6,,40.7219648,-73.8442749853306
816835,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,405,Ridgewood - Forest Hills,2019,01/01/2019,66.5,,40.7219648,-73.8442749853306
151630,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,201,Greenpoint,2005,01/01/2005,63.2,,40.7237134,-73.9509714
816885,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,201,Greenpoint,2019,01/01/2019,88.6,,40.7237134,-73.9509714
816886,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,201,Greenpoint,2010,01/01/2010,70.7,,40.7237134,-73.9509714
816717,643,Annual vehicle miles traveled,Million miles,per square mile,CD,413,Queens Village (CD13),2010,01/01/2010,77.2,,40.7267692,-73.7415208
154614,643,Annual vehicle miles traveled,Million miles,per square mile,CD,413,Queens Village (CD13),2005,01/01/2005,59.4,,40.7267692,-73.7415208
816718,643,Annual vehicle miles traveled,Million miles,per square mile,CD,413,Queens Village (CD13),2019,01/01/2019,74.9,,40.7267692,-73.7415208
151648,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,308,Greenwich Village - SoHo,2005,01/01/2005,132.6,,40.7297907,-73.9994469
816850,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,308,Greenwich Village - SoHo,2010,01/01/2010,124.5,,40.7297907,-73.9994469
816849,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,308,Greenwich Village - SoHo,2019,01/01/2019,142.9,,40.7297907,-73.9994469
816834,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,406,Fresh Meadows,2010,01/01/2010,95.5,,40.7348246,-73.7934668
816833,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,406,Fresh Meadows,2019,01/01/2019,80.9,,40.7348246,-73.7934668
151656,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,406,Fresh Meadows,2005,01/01/2005,62,,40.7348246,-73.7934668
816726,643,Annual vehicle miles traveled,Million miles,per square mile,CD,403,Jackson Heights (CD3),2010,01/01/2010,84.3,,40.7556561,-73.8857755
816725,643,Annual vehicle miles traveled,Million miles,per square mile,CD,403,Jackson Heights (CD3),2019,01/01/2019,76.1,,40.7556561,-73.8857755
154604,643,Annual vehicle miles traveled,Million miles,per square mile,CD,403,Jackson Heights (CD3),2005,01/01/2005,64.2,,40.7556561,-73.8857755
816842,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,402,West Queens,2010,01/01/2010,111.6,,40.7585379,-73.9012574
151652,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,402,West Queens,2005,01/01/2005,84.9,,40.7585379,-73.9012574
816841,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,402,West Queens,2019,01/01/2019,103.9,,40.7585379,-73.9012574
816805,643,Annual vehicle miles traveled,Million miles,per square mile,CD,105,Midtown (CD5),2019,01/01/2019,94.8,,40.7601132,-73.9781654508679
816806,643,Annual vehicle miles traveled,Million miles,per square mile,CD,105,Midtown (CD5),2010,01/01/2010,80.6,,40.7601132,-73.9781654508679
154564,643,Annual vehicle miles traveled,Million miles,per square mile,CD,105,Midtown (CD5),2005,01/01/2005,138.1,,40.7601132,-73.9781654508679
816854,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,306,Chelsea - Clinton,2010,01/01/2010,107.2,,40.7613804,-73.9907136
816853,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,306,Chelsea - Clinton,2019,01/01/2019,136,,40.7613804,-73.9907136
151646,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,306,Chelsea - Clinton,2005,01/01/2005,126,,40.7613804,-73.9907136
151651,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,401,Long Island City - Astoria,2005,01/01/2005,43.7,,40.76538245,-73.9330318683768
816844,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,401,Long Island City - Astoria,2010,01/01/2010,59.6,,40.76538245,-73.9330318683768
816843,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,401,Long Island City - Astoria,2019,01/01/2019,63.8,,40.76538245,-73.9330318683768
816837,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,404,Bayside - Little Neck,2019,01/01/2019,80,,40.7668833,-73.7398197
816838,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,404,Bayside - Little Neck,2010,01/01/2010,85.9,,40.7668833,-73.7398197
151654,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,404,Bayside - Little Neck,2005,01/01/2005,60.5,,40.7668833,-73.7398197
816856,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,305,Upper East Side,2010,01/01/2010,129.3,,40.7743831,-73.9646405
151645,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,305,Upper East Side,2005,01/01/2005,125,,40.7743831,-73.9646405
816855,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,305,Upper East Side,2019,01/01/2019,124.6,,40.7743831,-73.9646405
154567,643,Annual vehicle miles traveled,Million miles,per square mile,CD,108,Upper East Side (CD8),2005,01/01/2005,139,,40.7743831,-73.9646405
816800,643,Annual vehicle miles traveled,Million miles,per square mile,CD,108,Upper East Side (CD8),2010,01/01/2010,143,,40.7743831,-73.9646405
816799,643,Annual vehicle miles traveled,Million miles,per square mile,CD,108,Upper East Side (CD8),2019,01/01/2019,138.6,,40.7743831,-73.9646405
816858,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,304,Upper West Side,2010,01/01/2010,127.4,,40.7870455,-73.9754163
151644,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,304,Upper West Side,2005,01/01/2005,103.2,,40.7870455,-73.9754163
816857,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,304,Upper West Side,2019,01/01/2019,143.5,,40.7870455,-73.9754163
154566,643,Annual vehicle miles traveled,Million miles,per square mile,CD,107,Upper West Side (CD7),2005,01/01/2005,104.6,,40.7870455,-73.9754163
816802,643,Annual vehicle miles traveled,Million miles,per square mile,CD,107,Upper West Side (CD7),2010,01/01/2010,127.1,,40.7870455,-73.9754163
816801,643,Annual vehicle miles traveled,Million miles,per square mile,CD,107,Upper West Side (CD7),2019,01/01/2019,143.4,,40.7870455,-73.9754163
816905,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,3,Manhattan,2019,01/01/2019,129.5,,40.7896239,-73.9598939
151668,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,3,Manhattan,2005,01/01/2005,108.4,,40.7896239,-73.9598939
816906,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,3,Manhattan,2010,01/01/2010,114.7,,40.7896239,-73.9598939
151643,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,303,East Harlem,2005,01/01/2005,108.9,,40.7947222,-73.9425
816859,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,303,East Harlem,2019,01/01/2019,147.9,,40.7947222,-73.9425
816860,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,303,East Harlem,2010,01/01/2010,146,,40.7947222,-73.9425
154570,643,Annual vehicle miles traveled,Million miles,per square mile,CD,111,East Harlem (CD11),2005,01/01/2005,110.8,,40.7947222,-73.9425
816794,643,Annual vehicle miles traveled,Million miles,per square mile,CD,111,East Harlem (CD11),2010,01/01/2010,151.6,,40.7947222,-73.9425
816793,643,Annual vehicle miles traveled,Million miles,per square mile,CD,111,East Harlem (CD11),2019,01/01/2019,152.6,,40.7947222,-73.9425
816864,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,301,Washington Heights,2010,01/01/2010,115.9,,40.8401984,-73.9402214
151641,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,301,Washington Heights,2005,01/01/2005,88.6,,40.8401984,-73.9402214
816863,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,301,Washington Heights,2019,01/01/2019,143.1,,40.8401984,-73.9402214
151627,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,105,Crotona -Tremont,2005,01/01/2005,80.2,,40.84522705,-73.8952454083798
816891,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,105,Crotona -Tremont,2019,01/01/2019,102.3,,40.84522705,-73.8952454083798
816892,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,105,Crotona -Tremont,2010,01/01/2010,91.5,,40.84522705,-73.8952454083798
816910,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,1,Bronx,2010,01/01/2010,59.8,,40.8466508,-73.8785937
151666,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,1,Bronx,2005,01/01/2005,48.9,,40.8466508,-73.8785937
816909,643,Annual vehicle miles traveled,Million miles,per square mile,Borough,1,Bronx,2019,01/01/2019,66,,40.8466508,-73.8785937
816896,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,103,Fordham - Bronx Pk,2010,01/01/2010,53.7,,40.85384905,-73.8777222426624
816895,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,103,Fordham - Bronx Pk,2019,01/01/2019,60,,40.85384905,-73.8777222426624
151625,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,103,Fordham - Bronx Pk,2005,01/01/2005,57.3,,40.85384905,-73.8777222426624
816900,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,101,Kingsbridge - Riverdale,2010,01/01/2010,70,,40.8877842,-73.9135870366299
151623,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,101,Kingsbridge - Riverdale,2005,01/01/2005,45.2,,40.8877842,-73.9135870366299
816899,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,101,Kingsbridge - Riverdale,2019,01/01/2019,80.8,,40.8877842,-73.9135870366299
817000,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,410,Rockaways,2019,01/01/2019,13,,40.5592426,-73.9193835
816999,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,410,Rockaways,2010,01/01/2010,15.9,,40.5592426,-73.9193835
151708,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,410,Rockaways,2005,01/01/2005,13.1,,40.5592426,-73.9193835
816924,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,5,Staten Island,2019,01/01/2019,21,,40.5724274,-74.1452007812605
816923,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,5,Staten Island,2010,01/01/2010,21.2,,40.5724274,-74.1452007812605
151718,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,5,Staten Island,2005,01/01/2005,19.6,,40.5724274,-74.1452007812605
154537,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,313,Coney Island (CD13),2005,01/01/2005,30.5,,40.5765081,-73.9929419
817083,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,313,Coney Island (CD13),2010,01/01/2010,42.8,,40.5765081,-73.9929419
817084,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,313,Coney Island (CD13),2019,01/01/2019,39.3,,40.5765081,-73.9929419
817087,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,315,Sheepshead Bay (CD15),2010,01/01/2010,52.1,,40.5912161,-73.9445822
817088,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,315,Sheepshead Bay (CD15),2019,01/01/2019,52.6,,40.5912161,-73.9445822
154539,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,315,Sheepshead Bay (CD15),2005,01/01/2005,40.2,,40.5912161,-73.9445822
817005,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,503,Willowbrook,2010,01/01/2010,28.9,,40.6031598,-74.1384762
817006,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,503,Willowbrook,2019,01/01/2019,31.5,,40.6031598,-74.1384762
151711,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,503,Willowbrook,2005,01/01/2005,25,,40.6031598,-74.1384762
817080,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,311,Bensonhurst (CD11),2019,01/01/2019,46,,40.6049772,-73.9934061
154535,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,311,Bensonhurst (CD11),2005,01/01/2005,38.4,,40.6049772,-73.9934061
817079,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,311,Bensonhurst (CD11),2010,01/01/2010,42.5,,40.6049772,-73.9934061
817001,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,501,Port Richmond,2010,01/01/2010,15.4,,40.6331592,-74.1365318
817002,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,501,Port Richmond,2019,01/01/2019,14.9,,40.6331592,-74.1365318
151709,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,501,Port Richmond,2005,01/01/2005,16.7,,40.6331592,-74.1365318
816950,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,206,Borough Park,2019,01/01/2019,66.2,,40.633993,-73.9968059
816949,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,206,Borough Park,2010,01/01/2010,59,,40.633993,-73.9968059
151683,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,206,Borough Park,2005,01/01/2005,54.9,,40.633993,-73.9968059
817081,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,312,Borough Park (CD12),2010,01/01/2010,59.9,,40.633993,-73.9968059
154536,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,312,Borough Park (CD12),2005,01/01/2005,55.2,,40.633993,-73.9968059
817082,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,312,Borough Park (CD12),2019,01/01/2019,67.4,,40.633993,-73.9968059
816954,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,208,Canarsie - Flatlands,2019,01/01/2019,45.3,,40.64165365,-73.9032711545942
816953,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,208,Canarsie - Flatlands,2010,01/01/2010,42.3,,40.64165365,-73.9032711545942
151685,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,208,Canarsie - Flatlands,2005,01/01/2005,34.3,,40.64165365,-73.9032711545942
816948,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,205,Sunset Park,2019,01/01/2019,93.9,,40.644337,-74.007532
816947,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,205,Sunset Park,2010,01/01/2010,66.9,,40.644337,-74.007532
151682,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,205,Sunset Park,2005,01/01/2005,56.3,,40.644337,-74.007532
154531,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,307,Sunset Park (CD7),2005,01/01/2005,65.8,,40.644337,-74.007532
817072,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,307,Sunset Park (CD7),2019,01/01/2019,112.5,,40.644337,-74.007532
817071,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,307,Sunset Park (CD7),2010,01/01/2010,83.1,,40.644337,-74.007532
816922,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,4,Queens,2019,01/01/2019,53.4,,40.6515585,-73.792675363175
816921,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,4,Queens,2010,01/01/2010,59.9,,40.6515585,-73.792675363175
151717,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,4,Queens,2005,01/01/2005,45.2,,40.6515585,-73.792675363175
816918,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,2,Brooklyn,2019,01/01/2019,62.1,,40.6526006,-73.9497211
816917,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,2,Brooklyn,2010,01/01/2010,52.8,,40.6526006,-73.9497211
151715,644,Annual vehicle miles traveled (cars),Million miles,per square mile,Borough,2,Brooklyn,2005,01/01/2005,52.8,,40.6526006,-73.9497211
816951,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,207,East Flatbush - Flatbush,2010,01/01/2010,50.2,,40.6537148,-73.9304151
816952,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,207,East Flatbush - Flatbush,2019,01/01/2019,56.6,,40.6537148,-73.9304151
151684,644,Annual vehicle miles traveled (cars),Million miles,per square mile,UHF42,207,East Flatbush - Flatbush,2005,01/01/2005,71.9,,40.6537148,-73.9304151
817091,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,317,East Flatbush (CD17),2010,01/01/2010,53.9,,40.6537148,-73.9304151
817092,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,317,East Flatbush (CD17),2019,01/01/2019,61.5,,40.6537148,-73.9304151
154541,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,317,East Flatbush (CD17),2005,01/01/2005,95.2,,40.6537148,-73.9304151
154540,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,316,Brownsville (CD16),2005,01/01/2005,83.3,,40.665306,-73.9124755
817089,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,316,Brownsville (CD16),2010,01/01/2010,59.1,,40.665306,-73.9124755
817090,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,316,Brownsville (CD16),2019,01/01/2019,71.9,,40.665306,-73.9124755
